Locality,DecimalLatitude,DecimalLongitude,place_names,last_place_name,last_place_name_feature_type,source_latitude,source_longitude
"3 kings ra., kaimanawa mts",-39.409463,175.871776,"[{'place_name': 'kaimanawa', 'feature_type': 'Hill'}]",kaimanawa,Hill,-38.5854719,176.2358105
"3 kings ra., kaimanawa mts.",-39.401122,175.903579,"[{'place_name': 'kaimanawa', 'feature_type': 'Hill'}]",kaimanawa,Hill,-38.5854719,176.2358105
"3 kings ra., kaimanawa mts.",-39.425901,175.882483,"[{'place_name': 'kaimanawa', 'feature_type': 'Hill'}]",kaimanawa,Hill,-38.5854719,176.2358105
"3 kings ra., kaimanawa mts.",-39.392849,175.914146,"[{'place_name': 'kaimanawa', 'feature_type': 'Hill'}]",kaimanawa,Hill,-38.5854719,176.2358105
"3 km east of otematata, waitaki river valley",-44.612302,170.21546,"[{'place_name': 'otematata', 'feature_type': 'Town'}]",waitaki river,Stream,-44.7486216,170.5087546
3 km s port waikato,-37.385244,174.728651,"[{'place_name': 'port waikato', 'feature_type': 'Locality'}]",port waikato,Locality,-37.3913264,174.717334
3 km south of oaro on highway 1.,-42.5203,173.486747,"[{'place_name': 'oaro', 'feature_type': 'Locality'}]",oaro,Locality,-42.5118209,173.4725557
3 km w of erua (w. of hauhungatahi),-39.22468,175.3784,"[{'place_name': 'erua', 'feature_type': 'Locality'}]",hauhungatahi,Hill,-39.2293323,175.4440715
3 m [miles] s of lincoln,-43.639657,172.485977,"[{'place_name': 'lincoln', 'feature_type': 'Town'}]",lincoln,Town,-43.6396099,172.4860237
"3 m n of tuatapere, southland",-46.122938,167.564602,"[{'place_name': 'tuatapere', 'feature_type': 'Locality'}]",tuatapere,Locality,-46.1323096,167.6907627
"3 m nw of colac, southland",-46.33767,167.82652,"[{'place_name': 'colac', 'feature_type': 'Town'}]",colac,Town,-46.3628389,167.8788934
"3 m w of maropiu, hobson co.",-35.82224,173.68457,"[{'place_name': 'maropiu', 'feature_type': 'Locality'}]",maropiu,Locality,-35.8105745,173.7249183
3 m. east of te kauwhata. waikato co,-37.402129,175.143035,"[{'place_name': 'te kauwhata', 'feature_type': 'Locality'}]",waikato,Locality,-37.77922725,175.2010323
3 m. south of lincoln,-43.654288,172.479217,"[{'place_name': 'lincoln', 'feature_type': 'Suburb'}]",lincoln,Suburb,-43.6396099,172.4860237
"3 m. west of broadwood, hikianga co., north island",-35.260902,173.397868,"[{'place_name': 'broadwood', 'feature_type': 'Locality'}]",north island,Island,-46.81661455,168.2391209
"3 m. west of yaldhurst, canterbury",-43.545794,172.381147,"[{'place_name': 'yaldhurst', 'feature_type': 'Locality'}]",yaldhurst,Locality,-43.5127622,172.5057082
3 miles east of puketitiri,-39.289832,176.570662,"[{'place_name': 'puketitiri', 'feature_type': 'Locality'}]",puketitiri,Locality,-39.2841241,176.5353799
3 miles from paparoa on  mareretu rd,-36.083489,174.251508,"[{'place_name': 'paparoa', 'feature_type': 'Locality'}]",mareretu,Locality,-36.038307,174.2818093
"3 miles n of napier, white pine reserve",-39.502537,176.892559,"[{'place_name': 'napier', 'feature_type': 'City'}]",napier,City,-39.4902099,176.917839
"3 miles north west  of colac, southland",-46.337672,167.826522,"[{'place_name': 'colac', 'feature_type': 'Town'}]",colac,Town,-46.3628389,167.8788934
"3 miles north west of reefton, maimai state forest",-42.091636,171.79123,"[{'place_name': 'reefton', 'feature_type': 'Town'}]",maimai,Locality,-41.4123498,175.3905076
"3 miles ne of kawerua, waipoua state forest",-35.608294,173.481976,"[{'place_name': 'kawerua', 'feature_type': 'Locality'}]",kawerua,Locality,-35.6334068,173.442235
"3 miles ne of kawerua, waipoua state forest.",-35.608294,173.481976,"[{'place_name': 'kawerua', 'feature_type': 'Locality'}]",kawerua,Locality,-35.6334068,173.442235
"3 miles north west of reefton, maimai state forest",-42.088113,171.79855,"[{'place_name': 'reefton', 'feature_type': 'Town'}]",maimai,Locality,-41.4123498,175.3905076
"3 miles nw of reefton, maimai state forest.",-42.091765,171.803316,"[{'place_name': 'reefton', 'feature_type': 'Town'}]",maimai,Hill,-41.4123498,175.3905076
"3 miles south east tirohia, thames valley",-37.459,175.658,"[{'place_name': 'tirohia', 'feature_type': 'Locality'}]",thames,Town,-37.137983,175.5418037
"3 miles south of hurunui river mouth, napenape reserve.",-42.948169,173.236792,"[{'place_name': 'hurunui river', 'feature_type': 'Stream'}]",napenape,Locality,-42.9416777,173.2491849
"3 miles up road towards lilybank st., lake tekapo.",-43.991,170.502,"[{'place_name': 'lake tekapo', 'feature_type': 'Locality'}]",lake tekapo,Locality,-43.89344815,170.5240212
"3 miles west of waiau, north of river.  north canterbury",-42.635424,173.001767,"[{'place_name': 'waiau', 'feature_type': 'Locality'}]",waiau,Locality,-38.9449495,177.0823219
"3 miles west of waiau, no. of river northcanterbury",-42.635424,173.001767,"[{'place_name': 'waiau', 'feature_type': 'Locality'}]",waiau,Locality,-38.9449495,177.0823219
"3 miles west of mt wesley, hobson county",-35.969673,173.835939,"[{'place_name': 'wesley', 'feature_type': 'Suburb'}]",wesley,Suburb,-36.9008489,174.7285078
"3 miles west of mt. wesley, hobson county",-35.967,173.839,"[{'place_name': 'wesley', 'feature_type': 'Suburb'}]",wesley,Suburb,-36.9008489,174.7285078
"3 mls s of kikiwa, near brough creek, tributary of the motupiko river, waimea co., nelson",-41.719909,172.879902,"[{'place_name': 'kikiwa', 'feature_type': 'Locality'}, {'place_name': 'brough creek', 'feature_type': 'Stream'}, {'place_name': 'motupiko river', 'feature_type': 'Stream'}, {'place_name': 'waimea', 'feature_type': 'Locality'}]",nelson,City,-41.2710849,173.2836756
"3.2km west of arapuni lake, lake rotongata",-38.082957,176.407337,"[{'place_name': 'arapuni', 'feature_type': 'Locality'}]",lake rotongata,Lake,-38.1309301,175.5936982
3.5 km south of little wanganui river on state highway 67,-41.403,172.105,"[{'place_name': 'little wanganui river', 'feature_type': 'Stream'}]",little wanganui river,Stream,-41.3551221,172.1605919
3.5 miles south of lincoln,-43.68389,172.47993,"[{'place_name': 'lincoln', 'feature_type': 'Suburb'}]",lincoln,Suburb,-43.6396099,172.4860237
3.5km south of kingston near where road crosses old lake outlet.,-45.364245,168.698826,"[{'place_name': 'kingston', 'feature_type': 'Suburb'}]",kingston,Suburb,-45.3343708,168.7175147
3.5km south of little wanganui river on state highway 67,-41.403,172.105,"[{'place_name': 'little wanganui river', 'feature_type': 'Stream'}]",little wanganui river,Stream,-41.3551221,172.1605919
"3.6 km south west of templeton, robinsons road",-43.635799,172.380233,"[{'place_name': 'templeton', 'feature_type': 'Locality'}]",templeton,Locality,-43.5504418,172.4770079
"3.7km west of junction with highway 1 (near clarence) on clarence valley road, on north side of road, foothills of seaward kaikoura range",-42.164526,173.833829,"[{'place_name': 'clarence', 'feature_type': 'Locality'}]",clarence,Locality,-42.1560429,173.9269144
"3/4 m. east of chaneys, south of waimakariri river, canterbury.",-43.431991,172.662193,"[{'place_name': 'chaneys', 'feature_type': 'Locality'}]",waimakariri river,Stream,-43.3594111,172.069178
"3/4 m. south east of cabstand on gough's bay road, banks peninsula, canterbury",-43.809,173.043,"[{'place_name': 'banks peninsula', 'feature_type': 'Peninsula'}]",banks peninsula,Peninsula,-43.7233892,172.910213
"3/4 mile north east of prebbleton, canterbury.",-43.578,172.511,"[{'place_name': 'prebbleton', 'feature_type': 'Town'}]",prebbleton,Town,-43.5800673,172.5141224
3/4 mile north west of patoka (napier-puketitiri rd),-39.339043,176.592625,"[{'place_name': 'patoka', 'feature_type': 'Locality'}, {'place_name': 'napier', 'feature_type': 'City'}]",puketitiri,Locality,-39.2841241,176.5353799
3/4 mile nw. of patoka (napier-puketitiri rd),-39.339043,176.592625,"[{'place_name': 'patoka', 'feature_type': 'Locality'}, {'place_name': 'napier', 'feature_type': 'City'}]",puketitiri,Locality,-39.2841241,176.5353799
"3/4 miles south east of cabstand on goughs bay rd., banks peninsula, canterbury",-43.809402,173.047557,"[{'place_name': 'goughs bay', 'feature_type': 'Bay'}]",banks peninsula,Peninsula,-43.7233892,172.910213
"3/4 ml. [miles] north of frosty creek, ross-hokitika road",-42.805875,170.960578,"[{'place_name': 'frosty creek', 'feature_type': 'Stream'}, {'place_name': 'ross', 'feature_type': 'Trig Station'}]",hokitika,Town,-42.7178871,170.9646469
"3/4 ml. north of frosty creek, ross-hokitika road, 6 mls. south of hokitika, westland co.",-42.803688,170.946526,"[{'place_name': 'frosty creek', 'feature_type': 'Stream'}, {'place_name': 'ross', 'feature_type': 'Trig Station'}, {'place_name': 'hokitika', 'feature_type': 'Town'}]",hokitika,Town,-42.7178871,170.9646469
3/4m. south of national park,-39.177,175.401,"[{'place_name': 'national park', 'feature_type': 'Village'}]",national park,Village,-39.1727294,175.4037274
"30 amber place, waimauku",-36.772378,174.486143,"[{'place_name': 'waimauku', 'feature_type': 'Town'}]",waimauku,Town,-36.7692576,174.4920607
300 ft. below summit of knuckle hill (westhaven inlet) [whanganui inlet],-40.638577,172.550943,"[{'place_name': 'summit', 'feature_type': 'Locality'}, {'place_name': 'knuckle hill', 'feature_type': 'Hill'}, {'place_name': 'westhaven', 'feature_type': 'Suburb'}]",whanganui inlet,Bay,-38.7356,177.0644603
"300 m upstream lake matiri, matiri valley",-41.649444,172.334338,"[{'place_name': 'lake matiri', 'feature_type': 'Lake'}]",lake matiri,Lake,-41.65517235,172.3334564
"300ft below juno saddle, juno river, fiordland, facing caswell sound",-45.046,167.132,"[{'place_name': 'saddle', 'feature_type': 'Hill'}, {'place_name': 'juno river', 'feature_type': 'Stream'}]",caswell sound,Bay,-45.0212577,167.2003528
"300m sw of waikaia bush road, old man range, central otago",-45.436957,169.165249,"[{'place_name': 'waikaia', 'feature_type': 'Locality'}, {'place_name': 'old man range', 'feature_type': 'Range'}]",central otago,Area,-45.350509,169.696148
"309 rd, kauri reserve",-36.752463,175.508955,"[{'place_name': 'kauri', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309 road, kauri reserve",-36.752463,175.508955,"[{'place_name': 'kauri', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309 road, kauri reserve",-36.752462,175.508955,"[{'place_name': 'kauri', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309 road, kauri reserve",-36.809687,175.537321,"[{'place_name': 'kauri', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309 road, waiau falls scenic reserve, kauri grove track",-36.832423,175.548226,"[{'place_name': 'waiau falls scenic reserve', 'feature_type': 'Scenic Reserve'}]",kauri,Locality,-36.014639,174.090889
"309 road, waiau falls, kauri reserve",-36.832423,175.548226,"[{'place_name': 'waiau falls', 'feature_type': 'Waterfall'}]",kauri,Locality,-36.014639,174.090889
"309 road, waiau kauri reserve",-36.816666,175.533333,"[{'place_name': 'waiau', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309 road, waiau kauri reserve",-36.752463,175.508955,"[{'place_name': 'waiau', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"309, coromandel - mercury bay rd., coromandel county.",-36.776444,175.717908,"[{'place_name': 'coromandel', 'feature_type': 'Locality'}, {'place_name': 'mercury bay', 'feature_type': 'Locality'}]",coromandel,Locality,-36.7571639,175.5007016
"309, coromandel - mercury bay rd., coromandel county.",-36.7718,175.723,"[{'place_name': 'coromandel', 'feature_type': 'Locality'}, {'place_name': 'mercury bay', 'feature_type': 'Locality'}]",coromandel,Locality,-36.7571639,175.5007016
"309rd, waiau kauri reserve",-36.752463,175.508955,"[{'place_name': 'waiau', 'feature_type': 'Locality'}]",kauri,Locality,-36.014639,174.090889
"30km west of murchison, matiri plateau",-41.68641,172.322638,"[{'place_name': 'murchison', 'feature_type': 'Town'}]",plateau,Hill,-41.10232,175.149769
"31 hillcrest ave, witherlea, blenheim",-41.541956,173.946956,"[{'place_name': 'hillcrest', 'feature_type': 'Suburb'}, {'place_name': 'witherlea', 'feature_type': 'Suburb'}]",blenheim,Town,-41.5118691,173.9545856
31 km s murchison p.o. on murchison-maruia saddle road,-41.865694,172.254707,"[{'place_name': 'murchison', 'feature_type': 'Town'}, {'place_name': 'murchison', 'feature_type': 'Town'}]",maruia saddle,Pass,-42.0364358,172.2918498
31 km se murchison p.o. on murchison-maruia saddle road,-41.865694,172.254707,"[{'place_name': 'murchison', 'feature_type': 'Town'}, {'place_name': 'murchison', 'feature_type': 'Town'}]",maruia saddle,Pass,-42.0364358,172.2918498
"31 major aitken drive, huntsbury, christchurch",-43.571231,172.648815,"[{'place_name': 'huntsbury', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"31 major aitken drive, huntsbury, christchurch",-43.571356,172.648616,"[{'place_name': 'huntsbury', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"31 major aitken drive, huntsbury, christchurch",-43.571665,172.648693,"[{'place_name': 'huntsbury', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"31 pugh road, te puke",-37.951,176.453,"[{'place_name': 'te puke', 'feature_type': 'Hill'}]",te puke,Hill,-37.7853294,176.3270238
"31 west belt, lincoln",-43.641,172.481,"[{'place_name': 'lincoln', 'feature_type': 'Suburb'}]",lincoln,Suburb,-43.6396099,172.4860237
"318 taurau valley road, gisborne",-38.704,177.886,"[{'place_name': 'gisborne', 'feature_type': 'Town'}]",gisborne,Town,-38.661326,178.0206487
"31a garrey road, christchurch 8052",-43.513192,172.597782,"[{'place_name': 'christchurch', 'feature_type': 'City'}]",christchurch,City,-43.530955,172.6366455
"32 b raleigh st, cambridge, waikato",-37.905,175.474,"[{'place_name': 'cambridge', 'feature_type': 'Town'}]",waikato,Locality,-37.77922725,175.2010323
"32 hudson street, christchurch",-43.501729,172.591804,"[{'place_name': 'christchurch', 'feature_type': 'City'}]",christchurch,City,-43.530955,172.6366455
32 park rd campbell's bay auckland,-36.746929,174.762998,"[{'place_name': 'auckland', 'feature_type': 'Local Authority'}]",auckland,Local Authority,-36.852095,174.7631803
"324 church st., timaru",-44.397,171.25,"[{'place_name': 'timaru', 'feature_type': 'Town'}]",timaru,Town,-44.3930254,171.2509786
"325 turamoe road, pakipaki",-39.695,176.758,"[{'place_name': 'pakipaki', 'feature_type': 'Locality'}]",pakipaki,Locality,-39.7082424,176.7796347
"325 turamoe road, pakipaki, hawke's bay",-39.695,176.758,"[{'place_name': 'pakipaki', 'feature_type': 'Locality'}]",pakipaki,Locality,-39.7082424,176.7796347
"33 aotea terrace, ch.ch [christchurch]",-43.567,172.655,"[{'place_name': 'aotea', 'feature_type': 'Suburb'}, {'place_name': 'terrace', 'feature_type': 'Flat'}]",christchurch,City,-43.530955,172.6366455
"33 aotea terrace, ch.ch. [christchurch]",-43.568,172.655,"[{'place_name': 'aotea', 'feature_type': 'Suburb'}, {'place_name': 'terrace', 'feature_type': 'Flat'}]",christchurch,City,-43.530955,172.6366455
"33 aotea terrace, ch.ch. [christchurch]",-43.568,172.653,"[{'place_name': 'aotea', 'feature_type': 'Suburb'}, {'place_name': 'terrace', 'feature_type': 'Flat'}]",christchurch,City,-43.530955,172.6366455
"33 km sw of haast, jackson river valley, track to lake ellery",-44.064063,168.687673,"[{'place_name': 'haast', 'feature_type': 'Town'}, {'place_name': 'jackson river', 'feature_type': 'Stream'}]",lake ellery,Lake,-44.05175695,168.6564075
"34 paengaroa rd. farmland. qeii trust, ngawaka",-39.62348,175.77786,"[{'place_name': 'paengaroa', 'feature_type': 'Locality'}]",ngawaka,Locality,-39.6229287,175.7772374
"34 sunrise ave., mairangi bay, auckland",-36.735084,174.745368,"[{'place_name': 'mairangi bay', 'feature_type': 'Suburb'}]",auckland,Local Authority,-36.852095,174.7631803
"345 mckenzies road, waipara",-43.02456,172.74979,"[{'place_name': 'waipara', 'feature_type': 'Locality'}]",waipara,Locality,-43.058482,172.7602403
358 pryces line rangitawa bush,-40.097715,175.4586,"[{'place_name': 'rangitawa', 'feature_type': 'Locality'}]",rangitawa,Locality,-40.1309189,175.4717016
358 pryces line rangitawa bush,-40.097716,175.458601,"[{'place_name': 'rangitawa', 'feature_type': 'Locality'}]",rangitawa,Locality,-40.1309189,175.4717016
"36 stafford ave, annesbrook, nelson",-41.298,173.245,"[{'place_name': 'stafford', 'feature_type': 'Locality'}, {'place_name': 'annesbrook', 'feature_type': 'Suburb'}]",nelson,City,-41.2710849,173.2836756
37 km se murchison p.o. on murchison-maruia saddle road,-41.865694,172.254707,"[{'place_name': 'murchison', 'feature_type': 'Town'}, {'place_name': 'murchison', 'feature_type': 'Town'}]",maruia saddle,Pass,-42.0364358,172.2918498
"37 ngapeke road, welcome bay, tauranga",-37.715679,176.217839,"[{'place_name': 'ngapeke', 'feature_type': 'Locality'}, {'place_name': 'welcome bay', 'feature_type': 'Bay'}]",tauranga,Hill,-37.6859006,176.167505
"39 liverpool st., levin",-40.62042,175.28404,"[{'place_name': 'levin', 'feature_type': 'Town'}]",levin,Town,-40.6218161,175.2865854
"39 liverpool st., levin",-40.632457,175.288329,"[{'place_name': 'levin', 'feature_type': 'Town'}]",levin,Town,-40.6218161,175.2865854
"398 lower styx road, spencerville",-43.427,172.694,"[{'place_name': 'spencerville', 'feature_type': 'Locality'}]",spencerville,Locality,-43.4283948,172.7012451
"399 ferndale road, maramarua",-37.263,175.231,"[{'place_name': 'ferndale', 'feature_type': 'Locality'}]",maramarua,Locality,-37.2918257,175.119716
"3¼ miles e of hinds, canterbury",-44.001041,171.63807,"[{'place_name': 'hinds', 'feature_type': 'Locality'}]",hinds,Locality,-43.9993057,171.5702837
3½ miles e of featherston,-41.182176,175.384286,"[{'place_name': 'featherston', 'feature_type': 'Town'}]",featherston,Town,-41.1168142,175.3227241
3½ miles east of featherston,-41.182176,175.384286,"[{'place_name': 'featherston', 'feature_type': 'Town'}]",featherston,Town,-41.1168142,175.3227241
3½ miles east of featherston,-41.184567,175.265143,"[{'place_name': 'featherston', 'feature_type': 'Town'}]",featherston,Town,-41.1168142,175.3227241
3½ miles south of lincoln,-43.690289,172.478909,"[{'place_name': 'lincoln', 'feature_type': 'Suburb'}]",lincoln,Suburb,-43.6396099,172.4860237
3km east of kumara junction,-42.606167,171.154744,"[{'place_name': 'kumara junction', 'feature_type': 'Locality'}]",kumara junction,Locality,-42.5850681,171.1297644
3km north east of barefell summit,-42.197176,173.000003,"[{'place_name': 'barefell', 'feature_type': 'Hill'}]",summit,Hill,-40.4609278,176.1211144
3km north of kekerengu,-41.97629,174.12777,"[{'place_name': 'kekerengu', 'feature_type': 'Locality'}]",kekerengu,Locality,-41.9598787,173.9762074
3km south west kahutara river on inland road,-42.390021,173.418969,"[{'place_name': 'kahutara river', 'feature_type': 'Stream'}]",kahutara river,Stream,-42.4133579,173.5646295
"3km southeast of arthur's pass village, klondyke corner",-43.00218,171.58807,"[{'place_name': ""arthur's pass"", 'feature_type': 'Locality'}]",klondyke corner,Place,-43.0028566,171.5891111
3km w of erua,-39.237015,175.362498,"[{'place_name': 'erua', 'feature_type': 'Locality'}]",erua,Locality,-39.227075,175.3965571
"3m north west of reefton, maimai state forest",-42.091765,171.803316,"[{'place_name': 'reefton', 'feature_type': 'Town'}]",maimai,Locality,-41.4123498,175.3905076
"3m north west of reefton, maimai state forest",-42.088113,171.79855,"[{'place_name': 'reefton', 'feature_type': 'Town'}]",maimai,Locality,-41.4123498,175.3905076
3m south of dannevirke,-40.216666,176.083333,"[{'place_name': 'dannevirke', 'feature_type': 'Town'}]",dannevirke,Town,-40.2073897,176.0982442
"3m w of maropiu, hobson co.",-35.824036,173.679881,"[{'place_name': 'maropiu', 'feature_type': 'Locality'}]",maropiu,Locality,-35.8105745,173.7249183
4 km e arthur's pass p.o.,-42.934044,171.571443,"[{'place_name': ""arthur's pass"", 'feature_type': 'Pass'}]",arthur's pass,Pass,-42.9409528,171.5628387
"4 km east of portage, kenepuru sound",-41.189311,174.056338,"[{'place_name': 'portage', 'feature_type': 'Locality'}]",kenepuru sound,Bay,-41.18960935,174.0533926
4 km northeast of ngataki,-34.709029,173.027675,"[{'place_name': 'ngataki', 'feature_type': 'Locality'}]",ngataki,Locality,-34.7413212,173.0454237
"4 km south of punakaiki, waiwhero reserve",-42.107532,171.327959,"[{'place_name': 'punakaiki', 'feature_type': 'Locality'}]",waiwhero,Locality,-35.0985405,173.47671
"4 m [miles] south of nightcaps, southland - swamp",-46.027486,168.036128,"[{'place_name': 'nightcaps', 'feature_type': 'Locality'}]",nightcaps,Locality,-45.96974,168.03567
"4 m s of nightcaps, southland",-46.027486,168.036128,"[{'place_name': 'nightcaps', 'feature_type': 'Locality'}]",nightcaps,Locality,-45.96974,168.03567
"4 m. n of tuatapere, southland",-46.077268,167.712646,"[{'place_name': 'tuatapere', 'feature_type': 'Locality'}]",tuatapere,Locality,-46.1323096,167.6907627
"4 m. north taupo, auckland prov.",-38.633056,176.083056,"[{'place_name': 'auckland', 'feature_type': 'City'}]",auckland,City,-36.852095,174.7631803
"4 m. south east of bankside, near reserve.",-43.730735,172.4875,"[{'place_name': 'bankside', 'feature_type': 'Locality'}]",bankside,Locality,-43.7013985,172.0894436
"4 miles east of ohinewai, waikato co",-37.492213,175.145802,"[{'place_name': 'ohinewai', 'feature_type': 'Locality'}]",waikato,Locality,-37.77922725,175.2010323
"4 miles from mckay hut, heaphy track, north west nelson",-40.880363,172.288327,"[{'place_name': 'nelson', 'feature_type': 'City'}]",nelson,City,-41.2710849,173.2836756
"4 miles from whakapara turnoff road to russell, north auckland",-35.268,174.133,"[{'place_name': 'whakapara', 'feature_type': 'Locality'}, {'place_name': 'russell', 'feature_type': 'Town'}]",auckland,Local Authority,-36.852095,174.7631803
"4 miles north east wanganui, pratt's bush, waikupa road",-39.927,175.181,"[{'place_name': 'wanganui', 'feature_type': 'City'}]",wanganui,City,-39.9324904,175.0519306
"4 miles north east wanganui, pratt's bush, waikupa road",-39.934465,175.153036,"[{'place_name': 'wanganui', 'feature_type': 'City'}]",wanganui,City,-39.9324904,175.0519306
"4 miles north east wanganui, pratt's bush, waikupa road",-39.927,175.177,"[{'place_name': 'wanganui', 'feature_type': 'City'}]",wanganui,City,-39.9324904,175.0519306
"4 miles north east wanganui, pratt's bush, waikupa road",-39.929,175.17,"[{'place_name': 'wanganui', 'feature_type': 'City'}]",wanganui,City,-39.9324904,175.0519306
"4 miles north east wanganui, pratt's bush, waikupa road",-39.93,175.153,"[{'place_name': 'wanganui', 'feature_type': 'City'}]",wanganui,City,-39.9324904,175.0519306
"4 miles north east wanganui, pratt's bush, waikupa road.",-39.927,175.184,"[{'place_name': 'wanganui', 'feature_type': 'City'}]",wanganui,City,-39.9324904,175.0519306
"4 miles north east wanganui.  pratt's bush, waikupa road",-39.93,175.169,"[{'place_name': 'wanganui', 'feature_type': 'City'}]",wanganui,City,-39.9324904,175.0519306
"4 miles north east wanganui. pratt's bush, waikupa road",-39.93,175.169,"[{'place_name': 'wanganui', 'feature_type': 'City'}]",wanganui,City,-39.9324904,175.0519306
"4 miles s  of nightcaps, southland.",-46.027486,168.036128,"[{'place_name': 'nightcaps', 'feature_type': 'Locality'}]",nightcaps,Locality,-45.96974,168.03567
4 miles south west  of cape campbell,-41.75634,174.21022,"[{'place_name': 'cape campbell', 'feature_type': 'Cape'}]",cape campbell,Cape,-41.749017,174.213825
"4 miles se of bankside, bankside reserve.",-43.733388,172.155805,"[{'place_name': 'bankside', 'feature_type': 'Locality'}]",bankside,Locality,-43.7013985,172.0894436
"4 miles south of charleston, westland",-41.93418,171.432515,"[{'place_name': 'charleston', 'feature_type': 'Locality'}]",charleston,Locality,-41.9046553,171.4371729
"4 miles south of mackenzie pass, at head of lochart [lockharts] stream, canterbury",-44.22541,170.634229,"[{'place_name': 'mackenzie pass', 'feature_type': 'Pass'}]",mackenzie pass,Pass,-44.1922185,170.6104202
4 miles south west of cape campbell,-41.767824,174.202816,"[{'place_name': 'cape campbell', 'feature_type': 'Point'}]",cape campbell,Point,-41.749017,174.213825
"4 miles towards sea from bankside, canty plains",-43.72738,172.15266,"[{'place_name': 'bankside', 'feature_type': 'Locality'}]",bankside,Locality,-43.7013985,172.0894436
"4 miles towards sea from bankside, canty' plains",-43.727376,172.15266,"[{'place_name': 'bankside', 'feature_type': 'Locality'}]",bankside,Locality,-43.7013985,172.0894436
"4 summit drive, mount albert",-36.8876,174.71959,"[{'place_name': 'summit', 'feature_type': 'Locality'}]",mount albert,Hill,-41.3267184,174.7852766
"4 tower crescent, durie hill, wanganui",-39.93797,175.060677,"[{'place_name': 'durie hill', 'feature_type': 'Suburb'}]",wanganui,City,-39.9324904,175.0519306
"4 white road, waitati, dunedin",-45.740989,170.599016,"[{'place_name': 'waitati', 'feature_type': 'Locality'}]",dunedin,City,-45.8740984,170.5035755
"4.5 km. south-west of tangiwai, bell's junction bush.",-39.498889,175.561534,"[{'place_name': 'tangiwai', 'feature_type': 'Locality'}]",tangiwai,Locality,-39.4696287,175.5915241
40 epsom avenue,-36.882561,174.770585,"[{'place_name': 'epsom', 'feature_type': 'Suburb'}]",epsom,Suburb,-36.8858447,174.7734616
"40km south east of taupo, headwaters of rangitaiki river",-38.939999,176.391504,"[{'place_name': 'rangitaiki river', 'feature_type': 'Stream'}]",rangitaiki river,Stream,-38.7466103,176.3657489
"41 rinevale close, henderson",-36.886278,174.618396,"[{'place_name': 'henderson', 'feature_type': 'Suburb'}]",henderson,Suburb,-36.8805554,174.6333709
"411 waianiwaniwa road, glentunnel",-43.424654,171.940234,"[{'place_name': 'glentunnel', 'feature_type': 'Locality'}]",glentunnel,Locality,-43.4795006,171.9350344
"4149 blackmount redcliff road, otautau",-45.795,167.676,"[{'place_name': 'blackmount', 'feature_type': 'Locality'}, {'place_name': 'redcliff', 'feature_type': 'Locality'}]",otautau,Locality,-46.1398505,167.9989374
"42 wadestown rd., wadestown, opposite phillip miers park, wadestown",-41.265302,174.766561,"[{'place_name': 'wadestown', 'feature_type': 'Suburb'}, {'place_name': 'wadestown', 'feature_type': 'Suburb'}]",wadestown,Suburb,-41.2647151,174.7790775
"420 leeston taumutu road, leeston",-43.833722,172.315767,"[{'place_name': 'leeston', 'feature_type': 'Locality'}, {'place_name': 'taumutu', 'feature_type': 'Locality'}]",leeston,Locality,-43.7597806,172.3003375
"4200 ftsouth caroline burn, expedition peak, lake hauroko, fiordland national park",-45.987696,167.189379,"[{'place_name': 'caroline burn', 'feature_type': 'Stream'}, {'place_name': 'expedition peak', 'feature_type': 'Hill'}, {'place_name': 'lake hauroko', 'feature_type': 'Lake'}]",fiordland national park,National Park,-45.29155285,167.4879931
422 pine hill road,-45.8401,170.521,"[{'place_name': 'pine hill', 'feature_type': 'Suburb'}]",pine hill,Suburb,-45.8394588,170.5235201
"436 oxford terrace, christchurch",-43.523898,172.649868,"[{'place_name': 'oxford', 'feature_type': 'Town'}, {'place_name': 'terrace', 'feature_type': 'Flat'}]",christchurch,City,-43.530955,172.6366455
"44 aikman s road, papanui , christchurch",-43.519815,172.61642,"[{'place_name': 'papanui', 'feature_type': 'Hill'}]",christchurch,City,-43.530955,172.6366455
"44 sawyers arms road, papanui, christchurch",-43.477983,172.584599,"[{'place_name': 'papanui', 'feature_type': 'Hill'}]",christchurch,City,-43.530955,172.6366455
44 south  karori road,-41.288825,174.723608,"[{'place_name': 'karori', 'feature_type': 'Suburb'}]",karori,Suburb,-41.2845495,174.7387671
"443 ellesmere road, christchurch",-43.633662,172.515036,"[{'place_name': 'ellesmere', 'feature_type': 'Locality'}]",christchurch,City,-43.530955,172.6366455
"45 gurney rd, lower hutt",-41.216611,174.933441,"[{'place_name': 'lower hutt', 'feature_type': 'City'}]",lower hutt,City,-41.2125751,174.9057626
